,Crop_Damage,ID
377,2,F00000940
378,0,F00000941
379,0,F00000944
380,1,F00000947
381,0,F00000948
382,0,F00000949
383,0,F00000950
384,0,F00000955
385,0,F00000960
386,0,F00000961
387,0,F00000966
388,0,F00000967
389,0,F00000970
390,0,F00000972
391,0,F00000977
392,2,F00000980
393,0,F00000983
394,0,F00000984
395,1,F00000989
396,0,F00000990
397,0,F00000994
398,0,F00001001
399,0,F00001002
400,1,F00001006
401,0,F00001007
402,0,F00001009
403,0,F00001010
404,0,F00001015
405,0,F00001016
406,1,F00001017
407,0,F00001018
408,1,F00001020
409,1,F00001025
410,1,F00001033
411,1,F00001034
412,0,F00001036
413,0,F00001038
414,1,F00001042
415,1,F00001043
416,1,F00001047
417,1,F00001050
418,0,F00001052
419,0,F00001054
420,0,F00001058
421,0,F00001060
422,2,F00001067
423,1,F00001070
424,0,F00001072
425,0,F00001075
426,1,F00001081
427,0,F00001083
428,0,F00001085
429,0,F00001088
430,0,F00001092
431,0,F00001093
432,1,F00001095
433,0,F00001096
434,1,F00001101
435,0,F00001102
436,1,F00001103
437,1,F00001108
438,0,F00001109
439,1,F00001110
440,1,F00001115
441,1,F00001117
442,1,F00001122
443,0,F00001123
444,0,F00001125
445,0,F00001129
446,0,F00001133
447,0,F00001137
448,0,F00001141
449,0,F00001145
450,0,F00001148
451,1,F00001150
452,2,F00001155
453,0,F00001159
454,0,F00001160
455,1,F00001161
456,0,F00001163
457,1,F00001164
458,1,F00001167
459,1,F00001168
460,2,F00001171
461,0,F00001172
462,1,F00001174
463,0,F00001175
464,0,F00001178
465,2,F00001180
466,1,F00001185
467,1,F00001189
468,0,F00001192
469,0,F00001195
470,0,F00001196
471,0,F00001202
472,0,F00001204
473,1,F00001208
474,1,F00001213
475,1,F00001215
476,1,F00001217
477,1,F00001218
478,2,F00001219
479,1,F00001222
480,0,F00001223
481,0,F00001226
482,0,F00001227
483,0,F00001228
484,1,F00001230
485,0,F00001231
486,0,F00001234
487,0,F00001236
488,1,F00001237
489,0,F00001238
490,0,F00001239
491,0,F00001240
492,0,F00001241
493,0,F00001242
494,0,F00001244
495,0,F00001249
496,0,F00001252
497,0,F00001257
498,2,F00001259
499,0,F00001261
500,0,F00001263
501,0,F00001265
502,0,F00001266
503,0,F00001269
504,0,F00001272
505,0,F00001274
506,0,F00001277
507,0,F00001278
508,0,F00001279
509,0,F00001280
510,0,F00001281
511,0,F00001283
512,0,F00001290
513,0,F00001293
514,0,F00001296
515,0,F00001302
516,1,F00001306
517,0,F00001309
518,0,F00001311
519,0,F00001315
520,0,F00001316
521,0,F00001322
522,1,F00001324
523,0,F00001325
524,0,F00001329
525,0,F00001331
526,0,F00001335
527,0,F00001343
528,0,F00001345
529,0,F00001352
530,0,F00001355
531,0,F00001358
532,0,F00001360
533,0,F00001361
534,0,F00001362
535,0,F00001363
536,0,F00001372
537,0,F00001375
538,0,F00001382
539,0,F00001384
540,0,F00001386
541,0,F00001387
542,0,F00001389
543,0,F00001391
544,0,F00001397
545,0,F00001402
546,0,F00001407
547,0,F00001408
548,0,F00001409
549,0,F00001411
550,0,F00001415
551,0,F00001420
552,0,F00001423
553,0,F00001426
554,1,F00001430
555,0,F00001431
556,0,F00001432
557,0,F00001437
558,0,F00001438
559,0,F00001441
560,0,F00001449
561,0,F00001451
562,1,F00001452
563,0,F00001455
564,1,F00001456
565,1,F00001463
566,0,F00001470
567,0,F00001471
568,0,F00001473
569,0,F00001474
570,0,F00001475
571,0,F00001476
572,0,F00001478
573,0,F00001479
574,0,F00001482
575,0,F00001483
576,0,F00001484
577,0,F00001491
578,0,F00001492
579,0,F00001494
580,0,F00001498
581,0,F00001499
582,0,F00001501
583,0,F00001507
584,0,F00001514
585,0,F00001515
586,0,F00001517
587,0,F00001519
588,0,F00001521
589,0,F00001522
590,0,F00001526
591,0,F00001527
592,0,F00001530
593,0,F00001532
594,0,F00001533
595,0,F00001537
596,0,F00001539
597,0,F00001541
598,0,F00001542
599,1,F00001544
600,0,F00001546
601,0,F00001547
602,0,F00001551
603,0,F00001560
604,0,F00001562
605,0,F00001563
606,0,F00001564
607,0,F00001565
608,0,F00001566
609,1,F00001570
610,0,F00001574
611,0,F00001576
612,2,F00001577
613,0,F00001578
614,1,F00001580
615,0,F00001582
616,1,F00001583
617,0,F00001585
618,0,F00001588
619,0,F00001589
620,0,F00001594
621,0,F00001596
622,0,F00001601
623,0,F00001603
624,0,F00001604
625,0,F00001605
626,0,F00001607
627,0,F00001611
628,0,F00001612
629,0,F00001615
630,1,F00001620
631,0,F00001624
632,0,F00001626
633,0,F00001627
634,0,F00001631
635,2,F00001636
636,0,F00001638
637,0,F00001639
638,0,F00001641
639,0,F00001645
640,0,F00001650
641,0,F00001651
642,0,F00001658
643,0,F00001661
644,0,F00001663
645,0,F00001664
646,0,F00001665
647,0,F00001669
648,0,F00001672
649,0,F00001674
650,0,F00001675
651,0,F00001681
652,0,F00001690
653,0,F00001692
654,0,F00001695
655,1,F00001697
656,0,F00001700
657,0,F00001702
658,0,F00001705
659,0,F00001707
660,0,F00001715
661,0,F00001717
662,0,F00001720
663,0,F00001722
664,0,F00001723
665,0,F00001727
666,0,F00001730
667,0,F00001731
668,0,F00001732
669,0,F00001737
670,1,F00001738
671,0,F00001741
672,0,F00001742
673,0,F00001743
674,0,F00001746
675,0,F00001747
676,0,F00001749
677,0,F00001751
678,0,F00001753
679,0,F00001754
680,2,F00001755
681,0,F00001756
682,0,F00001759
683,0,F00001763
684,0,F00001765
685,0,F00001767
686,0,F00001768
687,1,F00001771
688,0,F00001772
689,0,F00001783
690,0,F00001786
691,0,F00001788
692,0,F00001791
693,0,F00001793
694,1,F00001796
695,0,F00001798
696,1,F00001799
697,0,F00001800
698,0,F00001801
699,0,F00001804
700,0,F00001805
701,0,F00001806
702,0,F00001808
703,0,F00001811
704,0,F00001815
705,0,F00001821
706,0,F00001822
707,1,F00001825
708,0,F00001826
709,1,F00001828
710,0,F00001831
711,0,F00001835
712,0,F00001837
713,0,F00001839
714,0,F00001842
715,0,F00001843
716,0,F00001844
717,0,F00001845
718,0,F00001847
719,0,F00001851
720,0,F00001852
721,0,F00001855
722,0,F00001859
723,0,F00001861
724,1,F00001863
725,0,F00001865
726,0,F00001866
727,0,F00001870
728,0,F00001871
729,0,F00001872
730,0,F00001873
731,0,F00001874
732,0,F00001877
733,0,F00001880
734,1,F00001883
735,0,F00001885
736,0,F00001888
737,1,F00001890
738,0,F00001892
739,0,F00001895
740,0,F00001899
741,0,F00001901
742,0,F00001902
743,1,F00001904
744,0,F00001906
745,0,F00001907
746,0,F00001910
747,0,F00001911
748,0,F00001912
749,0,F00001913
750,0,F00001919
751,1,F00001920
752,1,F00001924
753,0,F00001925
754,0,F00001930
755,1,F00001931
756,0,F00001937
757,1,F00001941
758,0,F00001942
759,1,F00001946
760,1,F00001954
761,0,F00001955
762,0,F00001956
763,0,F00001961
764,0,F00001962
765,0,F00001965
766,0,F00001968
767,0,F00001982
768,0,F00001986
769,0,F00001988
770,0,F00001990
771,0,F00001991
772,0,F00001996
773,0,F00001997
774,0,F00001999
775,0,F00002000
776,0,F00002001
777,0,F00002002
778,1,F00002004
779,1,F00002012
780,1,F00002013
781,0,F00002021
782,0,F00002022
783,0,F00002027
784,0,F00002029
785,1,F00002032
786,0,F00002036
787,0,F00002037
788,0,F00002040
789,0,F00002042
790,0,F00002043
791,0,F00002048
792,1,F00002051
793,1,F00002057
794,0,F00002060
795,0,F00002062
796,0,F00002068
797,1,F00002069
798,0,F00002070
799,0,F00002072
800,0,F00002073
801,1,F00002074
802,0,F00002077
803,1,F00002078
804,0,F00002079
805,0,F00002081
806,0,F00002088
807,0,F00002089
808,0,F00002092
809,0,F00002095
810,0,F00002096
811,0,F00002097
812,0,F00002098
813,0,F00002099
814,0,F00002103
815,0,F00002104
816,2,F00002108
817,0,F00002111
818,0,F00002115
819,0,F00002117
820,0,F00002120
821,0,F00002121
822,0,F00002124
823,0,F00002125
824,0,F00002132
825,0,F00002133
826,0,F00002134
827,0,F00002135
828,1,F00002138
829,0,F00002143
830,0,F00002145
831,0,F00002150
832,0,F00002153
833,0,F00002155
834,1,F00002158
835,1,F00002161
836,0,F00002163
837,1,F00002167
838,0,F00002168
839,0,F00002169
840,0,F00002171
841,0,F00002176
842,0,F00002180
843,0,F00002185
844,1,F00002187
845,1,F00002188
846,2,F00002189
847,0,F00002194
848,0,F00002195
849,0,F00002196
850,0,F00002201
851,0,F00002203
852,0,F00002204
853,0,F00002208
854,1,F00002211
855,0,F00002216
856,0,F00002225
857,0,F00002227
858,0,F00002228
859,0,F00002232
860,0,F00002233
861,0,F00002234
862,1,F00002237
863,2,F00002239
864,0,F00002242
865,0,F00002243
866,0,F00002244
867,1,F00002246
868,0,F00002248
869,1,F00002250
870,0,F00002253
871,0,F00002258
872,0,F00002263
873,0,F00002265
874,1,F00002266
875,1,F00002267
876,0,F00002270
877,0,F00002273
878,1,F00002275
879,0,F00002276
880,0,F00002279
881,0,F00002280
882,0,F00002281
883,0,F00002282
884,0,F00002284
885,2,F00002285
886,0,F00002286
887,0,F00002287
888,1,F00002290
889,0,F00002292
890,0,F00002293
891,0,F00002294
892,1,F00002295
893,0,F00002296
894,0,F00002297
895,1,F00002303
896,0,F00002307
897,1,F00002309
898,0,F00002313
899,0,F00002328
900,0,F00002329
901,0,F00002330
902,0,F00002335
903,1,F00002336
904,0,F00002343
905,1,F00002344
906,0,F00002352
907,1,F00002353
908,0,F00002354
909,2,F00002355
910,1,F00002361
911,0,F00002364
912,0,F00002367
913,0,F00002370
914,1,F00002374
915,2,F00002375
916,1,F00002376
917,0,F00002377
918,0,F00002380
919,0,F00002382
920,0,F00002389
921,0,F00002390
922,0,F00002391
923,0,F00002395
924,0,F00002400
925,0,F00002401
926,0,F00002404
927,0,F00002405
928,0,F00002406
929,0,F00002413
930,0,F00002417
931,0,F00002418
932,0,F00002422
933,0,F00002426
934,0,F00002430
935,0,F00002433
936,0,F00002436
937,0,F00002438
938,0,F00002440
939,1,F00002442
940,0,F00002445
941,0,F00002446
942,0,F00002449
943,1,F00002451
944,0,F00002454
945,0,F00002455
946,0,F00002458
947,0,F00002463
948,0,F00002465
949,0,F00002466
950,0,F00002469
951,0,F00002474
952,0,F00002477
953,0,F00002478
954,0,F00002479
955,1,F00002485
956,0,F00002486
957,0,F00002489
958,0,F00002492
959,0,F00002495
960,0,F00002501
961,0,F00002503
962,1,F00002505
963,0,F00002507
964,0,F00002509
965,1,F00002512
966,0,F00002514
967,0,F00002515
968,0,F00002516
969,0,F00002517
970,1,F00002519
971,1,F00002522
972,0,F00002523
973,0,F00002526
974,0,F00002527
975,0,F00002528
976,0,F00002530
977,0,F00002537
978,0,F00002538
979,0,F00002539
980,0,F00002544
981,0,F00002546
982,0,F00002547
983,0,F00002548
984,0,F00002550
985,0,F00002551
986,0,F00002552
987,0,F00002556
988,0,F00002558
989,0,F00002562
990,0,F00002563
991,0,F00002564
992,0,F00002565
993,0,F00002567
994,0,F00002572
995,0,F00002581
996,0,F00002582
997,0,F00002583
998,0,F00002586
999,0,F00002593
1000,0,F00002594
1001,0,F00002596
1002,0,F00002597
1003,0,F00002598
1004,0,F00002600
1005,0,F00002602
1006,0,F00002605
1007,0,F00002612
1008,0,F00002613
1009,0,F00002615
1010,0,F00002617
1011,0,F00002621
1012,0,F00002623
1013,0,F00002624
1014,0,F00002625
1015,0,F00002626
1016,0,F00002629
1017,0,F00002632
1018,0,F00002640
1019,0,F00002641
1020,0,F00002647
1021,0,F00002648
1022,0,F00002650
1023,0,F00002652
1024,0,F00002655
1025,0,F00002657
1026,1,F00002658
1027,0,F00002659
1028,0,F00002660
1029,0,F00002662
1030,0,F00002671
1031,0,F00002673
1032,0,F00002674
1033,0,F00002675
1034,0,F00002676
1035,1,F00002677
1036,0,F00002682
1037,1,F00002687
1038,0,F00002690
1039,0,F00002693
1040,0,F00002695
1041,0,F00002696
1042,0,F00002697
1043,1,F00002698
1044,0,F00002700
1045,0,F00002702
1046,0,F00002707
1047,0,F00002710
1048,0,F00002711
1049,1,F00002717
1050,0,F00002720
1051,0,F00002727
1052,0,F00002731
1053,0,F00002732
1054,0,F00002733
1055,0,F00002736
1056,0,F00002740
1057,0,F00002742
1058,0,F00002743
1059,0,F00002744
1060,0,F00002746
1061,0,F00002747
1062,0,F00002756
1063,0,F00002757
1064,0,F00002760
1065,0,F00002767
1066,0,F00002774
1067,0,F00002779
1068,0,F00002780
1069,0,F00002784
1070,0,F00002785
1071,0,F00002786
1072,0,F00002789
1073,0,F00002790
1074,0,F00002791
1075,0,F00002792
1076,0,F00002799
1077,0,F00002800
1078,1,F00002802
1079,0,F00002805
1080,0,F00002806
1081,0,F00002810
1082,0,F00002813
1083,0,F00002815
1084,0,F00002817
1085,0,F00002822
1086,0,F00002823
1087,0,F00002824
1088,0,F00002827
1089,0,F00002828
1090,0,F00002830
1091,0,F00002832
1092,0,F00002842
1093,0,F00002843
1094,0,F00002844
1095,0,F00002845
1096,0,F00002850
1097,0,F00002854
1098,0,F00002861
1099,0,F00002863
1100,0,F00002870
1101,0,F00002871
1102,0,F00002872
1103,1,F00002873
1104,0,F00002874
1105,0,F00002877
1106,0,F00002881
1107,0,F00002886
1108,0,F00002889
1109,0,F00002891
1110,0,F00002894
1111,0,F00002897
1112,0,F00002899
1113,0,F00002903
1114,0,F00002904
1115,0,F00002905
1116,0,F00002907
1117,0,F00002908
1118,0,F00002910
1119,0,F00002915
1120,0,F00002917
1121,0,F00002924
1122,0,F00002927
1123,0,F00002929
1124,0,F00002930
1125,0,F00002933
1126,0,F00002934
1127,0,F00002939
1128,0,F00002940
1129,0,F00002941
1130,0,F00002942
1131,0,F00002943
1132,0,F00002950
1133,0,F00002951
1134,1,F00002952
1135,0,F00002954
1136,0,F00002955
1137,0,F00002959
1138,0,F00002962
1139,0,F00002964
1140,1,F00002965
1141,0,F00002966
1142,0,F00002975
1143,0,F00002978
1144,0,F00002979
1145,1,F00002990
1146,0,F00002994
1147,0,F00002996
1148,0,F00003008
1149,0,F00003013
1150,0,F00003015
1151,0,F00003016
1152,0,F00003019
1153,0,F00003025
1154,1,F00003028
1155,0,F00003029
1156,0,F00003030
1157,0,F00003031
1158,0,F00003039
1159,0,F00003042
1160,0,F00003047
1161,0,F00003050
1162,0,F00003056
1163,0,F00003058
1164,0,F00003061
1165,0,F00003064
1166,0,F00003065
1167,0,F00003068
1168,0,F00003070
1169,0,F00003072
1170,0,F00003075
1171,0,F00003078
1172,0,F00003081
1173,0,F00003085
1174,0,F00003088
1175,0,F00003089
1176,0,F00003093
1177,0,F00003094
1178,0,F00003097
1179,0,F00003099
1180,1,F00003100
1181,0,F00003103
1182,0,F00003104
1183,0,F00003105
1184,0,F00003107
1185,0,F00003111
1186,0,F00003112
1187,0,F00003115
1188,0,F00003118
1189,0,F00003119
1190,0,F00003120
1191,0,F00003122
1192,0,F00003130
1193,1,F00003131
1194,0,F00003133
1195,0,F00003135
1196,0,F00003138
1197,0,F00003149
1198,0,F00003150
1199,0,F00003152
1200,0,F00003153
1201,2,F00003154
1202,0,F00003157
1203,1,F00003158
1204,0,F00003162
1205,0,F00003166
1206,0,F00003170
1207,0,F00003171
1208,0,F00003172
1209,1,F00003181
1210,0,F00003182
1211,0,F00003187
1212,0,F00003189
1213,0,F00003192
1214,1,F00003193
1215,0,F00003194
1216,0,F00003195
1217,0,F00003199
1218,0,F00003207
1219,0,F00003208
1220,2,F00003210
1221,0,F00003211
1222,0,F00003212
1223,0,F00003221
1224,0,F00003222
1225,0,F00003223
1226,0,F00003227
1227,0,F00003228
1228,0,F00003232
1229,0,F00003233
1230,0,F00003234
1231,0,F00003236
1232,0,F00003239
1233,2,F00003242
1234,0,F00003244
1235,0,F00003246
1236,0,F00003247
1237,0,F00003253
1238,0,F00003258
1239,0,F00003259
1240,0,F00003260
1241,0,F00003262
1242,0,F00003263
1243,0,F00003269
1244,0,F00003271
1245,0,F00003275
1246,1,F00003282
1247,0,F00003284
1248,0,F00003285
1249,0,F00003293
1250,0,F00003301
1251,0,F00003302
1252,0,F00003304
1253,1,F00003307
1254,0,F00003311
1255,2,F00003314
1256,0,F00003317
1257,0,F00003318
1258,0,F00003321
1259,0,F00003325
1260,0,F00003326
1261,0,F00003329
1262,0,F00003330
1263,0,F00003333
1264,2,F00003335
1265,0,F00003337
1266,0,F00003340
1267,0,F00003345
1268,0,F00003349
1269,0,F00003356
1270,0,F00003359
1271,0,F00003362
1272,0,F00003365
1273,0,F00003366
1274,0,F00003368
1275,0,F00003369
1276,0,F00003370
1277,0,F00003371
1278,0,F00003374
1279,0,F00003376
1280,0,F00003381
1281,1,F00003388
1282,0,F00003390
1283,1,F00003391
1284,0,F00003392
1285,0,F00003393
1286,0,F00003396
1287,1,F00003398
1288,0,F00003399
1289,0,F00003400
1290,0,F00003401
1291,0,F00003404
1292,2,F00003406
1293,0,F00003408
1294,0,F00003409
1295,0,F00003411
1296,0,F00003414
1297,0,F00003415
1298,0,F00003417
1299,1,F00003418
1300,0,F00003420
1301,0,F00003421
1302,0,F00003426
1303,1,F00003427
1304,0,F00003437
1305,0,F00003441
1306,0,F00003445
1307,0,F00003450
1308,0,F00003452
1309,2,F00003453
1310,0,F00003456
1311,0,F00003457
1312,0,F00003458
1313,0,F00003464
1314,2,F00003467
1315,0,F00003471
1316,0,F00003472
1317,0,F00003473
1318,0,F00003484
1319,0,F00003486
1320,0,F00003488
1321,1,F00003490
1322,0,F00003492
1323,0,F00003493
1324,0,F00003495
1325,0,F00003503
1326,0,F00003505
1327,0,F00003508
1328,0,F00003509
1329,0,F00003511
1330,0,F00003512
1331,0,F00003514
1332,0,F00003519
1333,0,F00003522
1334,1,F00003523
1335,1,F00003525
1336,0,F00003528
1337,0,F00003530
1338,0,F00003532
1339,0,F00003539
1340,1,F00003540
1341,1,F00003542
1342,0,F00003544
1343,0,F00003545
1344,0,F00003546
1345,0,F00003551
1346,0,F00003556
1347,0,F00003559
1348,0,F00003560
1349,0,F00003562
1350,0,F00003563
1351,0,F00003564
1352,1,F00003567
1353,0,F00003568
1354,0,F00003569
1355,0,F00003570
1356,1,F00003571
1357,0,F00003572
1358,0,F00003573
1359,0,F00003575
1360,2,F00003576
1361,1,F00003577
1362,0,F00003578
1363,0,F00003583
1364,0,F00003584
1365,0,F00003589
1366,0,F00003590
1367,0,F00003592
1368,0,F00003595
1369,0,F00003596
1370,0,F00003599
1371,0,F00003601
1372,0,F00003607
1373,0,F00003610
1374,0,F00003619
1375,0,F00003621
1376,0,F00003626
1377,0,F00003627
1378,2,F00003628
1379,0,F00003629
1380,0,F00003630
1381,0,F00003632
1382,0,F00003640
1383,1,F00003642
1384,0,F00003643
1385,0,F00003644
1386,0,F00003646
1387,1,F00003649
1388,0,F00003654
1389,1,F00003660
1390,0,F00003661
1391,1,F00003665
1392,1,F00003667
1393,1,F00003672
1394,0,F00003675
1395,1,F00003676
1396,0,F00003678
1397,0,F00003683
1398,0,F00003684
1399,0,F00003685
1400,0,F00003686
1401,0,F00003687
1402,0,F00003688
1403,0,F00003689
1404,0,F00003691
1405,1,F00003694
1406,0,F00003695
1407,1,F00003697
1408,0,F00003698
1409,0,F00003705
1410,1,F00003706
1411,0,F00003711
1412,0,F00003713
1413,0,F00003714
1414,0,F00003715
1415,0,F00003720
1416,0,F00003721
1417,0,F00003725
1418,1,F00003727
1419,0,F00003728
1420,0,F00003732
1421,0,F00003733
1422,0,F00003737
1423,0,F00003740
1424,0,F00003741
1425,1,F00003743
1426,0,F00003745
1427,0,F00003746
1428,0,F00003750
1429,0,F00003751
1430,0,F00003752
1431,1,F00003756
1432,1,F00003762
1433,0,F00003766
1434,1,F00003767
1435,0,F00003769
1436,1,F00003771
1437,0,F00003773
1438,1,F00003774
1439,0,F00003775
1440,0,F00003776
1441,0,F00003777
1442,1,F00003778
1443,2,F00003779
1444,0,F00003784
1445,0,F00003785
1446,0,F00003786
1447,1,F00003787
1448,0,F00003793
1449,0,F00003796
1450,1,F00003797
1451,2,F00003798
1452,0,F00003799
1453,1,F00003803
1454,1,F00003804
1455,0,F00003806
1456,0,F00003807
1457,0,F00003810
1458,1,F00003813
1459,0,F00003814
1460,1,F00003816
1461,1,F00003818
1462,0,F00003819
1463,0,F00003825
1464,0,F00003828
1465,0,F00003829
1466,0,F00003830
1467,0,F00003832
1468,0,F00003834
1469,0,F00003835
1470,0,F00003836
1471,0,F00003838
1472,0,F00003839
1473,0,F00003840
1474,0,F00003844
1475,0,F00003846
1476,0,F00003849
1477,0,F00003853
1478,0,F00003854
1479,0,F00003857
1480,0,F00003859
1481,0,F00003861
1482,0,F00003862
1483,0,F00003863
1484,0,F00003864
1485,0,F00003867
1486,0,F00003869
1487,0,F00003871
1488,0,F00003873
1489,0,F00003875
1490,0,F00003876
1491,0,F00003877
1492,0,F00003879
1493,0,F00003880
1494,0,F00003883
1495,0,F00003886
1496,0,F00003888
