,Crop_Damage,ID
377,1,F00000940
378,1,F00000941
379,1,F00000944
380,1,F00000947
381,1,F00000948
382,1,F00000949
383,1,F00000950
384,1,F00000955
385,1,F00000960
386,1,F00000961
387,1,F00000966
388,1,F00000967
389,1,F00000970
390,1,F00000972
391,1,F00000977
392,1,F00000980
393,1,F00000983
394,1,F00000984
395,1,F00000989
396,1,F00000990
397,1,F00000994
398,1,F00001001
399,1,F00001002
400,1,F00001006
401,1,F00001007
402,1,F00001009
403,1,F00001010
404,1,F00001015
405,1,F00001016
406,1,F00001017
407,1,F00001018
408,1,F00001020
409,1,F00001025
410,1,F00001033
411,1,F00001034
412,1,F00001036
413,1,F00001038
414,1,F00001042
415,1,F00001043
416,1,F00001047
417,1,F00001050
418,1,F00001052
419,1,F00001054
420,1,F00001058
421,1,F00001060
422,1,F00001067
423,1,F00001070
424,1,F00001072
425,1,F00001075
426,1,F00001081
427,1,F00001083
428,1,F00001085
429,1,F00001088
430,1,F00001092
431,1,F00001093
432,1,F00001095
433,1,F00001096
434,1,F00001101
435,1,F00001102
436,1,F00001103
437,1,F00001108
438,1,F00001109
439,1,F00001110
440,1,F00001115
441,1,F00001117
442,1,F00001122
443,1,F00001123
444,1,F00001125
445,1,F00001129
446,1,F00001133
447,1,F00001137
448,1,F00001141
449,1,F00001145
450,1,F00001148
451,1,F00001150
452,1,F00001155
453,1,F00001159
454,1,F00001160
455,1,F00001161
456,1,F00001163
457,1,F00001164
458,1,F00001167
459,1,F00001168
460,1,F00001171
461,1,F00001172
462,1,F00001174
463,1,F00001175
464,1,F00001178
465,1,F00001180
466,1,F00001185
467,1,F00001189
468,1,F00001192
469,1,F00001195
470,1,F00001196
471,1,F00001202
472,1,F00001204
473,1,F00001208
474,1,F00001213
475,1,F00001215
476,1,F00001217
477,1,F00001218
478,1,F00001219
479,1,F00001222
480,1,F00001223
481,1,F00001226
482,1,F00001227
483,1,F00001228
484,1,F00001230
485,1,F00001231
486,1,F00001234
487,1,F00001236
488,1,F00001237
489,1,F00001238
490,1,F00001239
491,1,F00001240
492,1,F00001241
493,1,F00001242
494,1,F00001244
495,1,F00001249
496,1,F00001252
497,1,F00001257
498,1,F00001259
499,1,F00001261
500,1,F00001263
501,1,F00001265
502,1,F00001266
503,1,F00001269
504,1,F00001272
505,1,F00001274
506,1,F00001277
507,1,F00001278
508,1,F00001279
509,1,F00001280
510,1,F00001281
511,1,F00001283
512,1,F00001290
513,1,F00001293
514,1,F00001296
515,1,F00001302
516,1,F00001306
517,1,F00001309
518,1,F00001311
519,1,F00001315
520,1,F00001316
521,1,F00001322
522,1,F00001324
523,1,F00001325
524,1,F00001329
525,1,F00001331
526,1,F00001335
527,1,F00001343
528,1,F00001345
529,1,F00001352
530,1,F00001355
531,1,F00001358
532,1,F00001360
533,1,F00001361
534,1,F00001362
535,1,F00001363
536,1,F00001372
537,1,F00001375
538,1,F00001382
539,1,F00001384
540,1,F00001386
541,1,F00001387
542,1,F00001389
543,1,F00001391
544,1,F00001397
545,1,F00001402
546,1,F00001407
547,1,F00001408
548,1,F00001409
549,1,F00001411
550,1,F00001415
551,1,F00001420
552,1,F00001423
553,1,F00001426
554,1,F00001430
555,1,F00001431
556,1,F00001432
557,1,F00001437
558,1,F00001438
559,1,F00001441
560,1,F00001449
561,1,F00001451
562,1,F00001452
563,1,F00001455
564,1,F00001456
565,1,F00001463
566,1,F00001470
567,1,F00001471
568,1,F00001473
569,1,F00001474
570,1,F00001475
571,1,F00001476
572,1,F00001478
573,1,F00001479
574,1,F00001482
575,1,F00001483
576,1,F00001484
577,1,F00001491
578,1,F00001492
579,1,F00001494
580,1,F00001498
581,1,F00001499
582,1,F00001501
583,1,F00001507
584,1,F00001514
585,1,F00001515
586,1,F00001517
587,1,F00001519
588,1,F00001521
589,1,F00001522
590,1,F00001526
591,1,F00001527
592,1,F00001530
593,1,F00001532
594,1,F00001533
595,1,F00001537
596,1,F00001539
597,1,F00001541
598,1,F00001542
599,1,F00001544
600,1,F00001546
601,1,F00001547
602,1,F00001551
603,1,F00001560
604,1,F00001562
605,1,F00001563
606,1,F00001564
607,1,F00001565
608,1,F00001566
609,1,F00001570
610,1,F00001574
611,1,F00001576
612,1,F00001577
613,1,F00001578
614,1,F00001580
615,1,F00001582
616,1,F00001583
617,1,F00001585
618,1,F00001588
619,1,F00001589
620,1,F00001594
621,1,F00001596
622,1,F00001601
623,1,F00001603
624,1,F00001604
625,1,F00001605
626,1,F00001607
627,1,F00001611
628,1,F00001612
629,1,F00001615
630,1,F00001620
631,1,F00001624
632,1,F00001626
633,1,F00001627
634,1,F00001631
635,1,F00001636
636,1,F00001638
637,1,F00001639
638,1,F00001641
639,1,F00001645
640,1,F00001650
641,1,F00001651
642,1,F00001658
643,1,F00001661
644,1,F00001663
645,1,F00001664
646,1,F00001665
647,1,F00001669
648,1,F00001672
649,1,F00001674
650,1,F00001675
651,1,F00001681
652,1,F00001690
653,1,F00001692
654,1,F00001695
655,1,F00001697
656,1,F00001700
657,1,F00001702
658,1,F00001705
659,1,F00001707
660,1,F00001715
661,1,F00001717
662,1,F00001720
663,1,F00001722
664,1,F00001723
665,1,F00001727
666,1,F00001730
667,1,F00001731
668,1,F00001732
669,1,F00001737
670,1,F00001738
671,1,F00001741
672,1,F00001742
673,1,F00001743
674,1,F00001746
675,1,F00001747
676,1,F00001749
677,1,F00001751
678,1,F00001753
679,1,F00001754
680,1,F00001755
681,1,F00001756
682,1,F00001759
683,1,F00001763
684,1,F00001765
685,1,F00001767
686,1,F00001768
687,1,F00001771
688,1,F00001772
689,1,F00001783
690,1,F00001786
691,1,F00001788
692,1,F00001791
693,1,F00001793
694,1,F00001796
695,1,F00001798
696,1,F00001799
697,1,F00001800
698,1,F00001801
699,1,F00001804
700,1,F00001805
701,1,F00001806
702,1,F00001808
703,1,F00001811
704,1,F00001815
705,1,F00001821
706,1,F00001822
707,1,F00001825
708,1,F00001826
709,1,F00001828
710,1,F00001831
711,1,F00001835
712,1,F00001837
713,1,F00001839
714,1,F00001842
715,1,F00001843
716,1,F00001844
717,1,F00001845
718,1,F00001847
719,1,F00001851
720,1,F00001852
721,1,F00001855
722,1,F00001859
723,1,F00001861
724,1,F00001863
725,1,F00001865
726,1,F00001866
727,1,F00001870
728,1,F00001871
729,1,F00001872
730,1,F00001873
731,1,F00001874
732,1,F00001877
733,1,F00001880
734,1,F00001883
735,1,F00001885
736,1,F00001888
737,1,F00001890
738,1,F00001892
739,1,F00001895
740,1,F00001899
741,1,F00001901
742,1,F00001902
743,1,F00001904
744,1,F00001906
745,1,F00001907
746,1,F00001910
747,1,F00001911
748,1,F00001912
749,1,F00001913
750,1,F00001919
751,1,F00001920
752,1,F00001924
753,1,F00001925
754,1,F00001930
755,1,F00001931
756,1,F00001937
757,1,F00001941
758,1,F00001942
759,1,F00001946
760,1,F00001954
761,1,F00001955
762,1,F00001956
763,1,F00001961
764,1,F00001962
765,1,F00001965
766,1,F00001968
767,1,F00001982
768,1,F00001986
769,1,F00001988
770,1,F00001990
771,1,F00001991
772,1,F00001996
773,1,F00001997
774,1,F00001999
775,1,F00002000
776,1,F00002001
777,1,F00002002
778,1,F00002004
779,1,F00002012
780,1,F00002013
781,1,F00002021
782,1,F00002022
783,1,F00002027
784,1,F00002029
785,1,F00002032
786,1,F00002036
787,1,F00002037
788,1,F00002040
789,1,F00002042
790,1,F00002043
791,1,F00002048
792,1,F00002051
793,1,F00002057
794,1,F00002060
795,1,F00002062
796,1,F00002068
797,1,F00002069
798,1,F00002070
799,1,F00002072
800,1,F00002073
801,1,F00002074
802,1,F00002077
803,1,F00002078
804,1,F00002079
805,1,F00002081
806,1,F00002088
807,1,F00002089
808,1,F00002092
809,1,F00002095
810,1,F00002096
811,1,F00002097
812,1,F00002098
813,1,F00002099
814,1,F00002103
815,1,F00002104
816,1,F00002108
817,1,F00002111
818,1,F00002115
819,1,F00002117
820,1,F00002120
821,1,F00002121
822,1,F00002124
823,1,F00002125
824,1,F00002132
825,1,F00002133
826,1,F00002134
827,1,F00002135
828,1,F00002138
829,1,F00002143
830,1,F00002145
831,1,F00002150
832,1,F00002153
833,1,F00002155
834,1,F00002158
835,1,F00002161
836,1,F00002163
837,1,F00002167
838,1,F00002168
839,1,F00002169
840,1,F00002171
841,1,F00002176
842,1,F00002180
843,1,F00002185
844,1,F00002187
845,1,F00002188
846,1,F00002189
847,1,F00002194
848,1,F00002195
849,1,F00002196
850,1,F00002201
851,1,F00002203
852,1,F00002204
853,1,F00002208
854,1,F00002211
855,1,F00002216
856,1,F00002225
857,1,F00002227
858,1,F00002228
859,1,F00002232
860,1,F00002233
861,1,F00002234
862,1,F00002237
863,1,F00002239
864,1,F00002242
865,1,F00002243
866,1,F00002244
867,1,F00002246
868,1,F00002248
869,1,F00002250
870,1,F00002253
871,1,F00002258
872,1,F00002263
873,1,F00002265
874,1,F00002266
875,1,F00002267
876,1,F00002270
877,1,F00002273
878,1,F00002275
879,1,F00002276
880,1,F00002279
881,1,F00002280
882,1,F00002281
883,1,F00002282
884,1,F00002284
885,1,F00002285
886,1,F00002286
887,1,F00002287
888,1,F00002290
889,1,F00002292
890,1,F00002293
891,1,F00002294
892,1,F00002295
893,1,F00002296
894,1,F00002297
895,1,F00002303
896,1,F00002307
897,1,F00002309
898,1,F00002313
899,1,F00002328
900,1,F00002329
901,1,F00002330
902,1,F00002335
903,1,F00002336
904,1,F00002343
905,1,F00002344
906,1,F00002352
907,1,F00002353
908,1,F00002354
909,1,F00002355
910,1,F00002361
911,1,F00002364
912,1,F00002367
913,1,F00002370
914,1,F00002374
915,1,F00002375
916,1,F00002376
917,1,F00002377
918,1,F00002380
919,1,F00002382
920,1,F00002389
921,1,F00002390
922,1,F00002391
923,1,F00002395
924,1,F00002400
925,1,F00002401
926,1,F00002404
927,1,F00002405
928,1,F00002406
929,1,F00002413
930,1,F00002417
931,1,F00002418
932,1,F00002422
933,1,F00002426
934,1,F00002430
935,1,F00002433
936,1,F00002436
937,1,F00002438
938,1,F00002440
939,1,F00002442
940,1,F00002445
941,1,F00002446
942,1,F00002449
943,1,F00002451
944,1,F00002454
945,1,F00002455
946,1,F00002458
947,1,F00002463
948,1,F00002465
949,1,F00002466
950,1,F00002469
951,1,F00002474
952,1,F00002477
953,1,F00002478
954,1,F00002479
955,1,F00002485
956,1,F00002486
957,1,F00002489
958,1,F00002492
959,1,F00002495
960,1,F00002501
961,1,F00002503
962,1,F00002505
963,1,F00002507
964,1,F00002509
965,1,F00002512
966,1,F00002514
967,1,F00002515
968,1,F00002516
969,1,F00002517
970,1,F00002519
971,1,F00002522
972,1,F00002523
973,1,F00002526
974,1,F00002527
975,1,F00002528
976,1,F00002530
977,1,F00002537
978,1,F00002538
979,1,F00002539
980,1,F00002544
981,1,F00002546
982,1,F00002547
983,1,F00002548
984,1,F00002550
985,1,F00002551
986,1,F00002552
987,1,F00002556
988,1,F00002558
989,1,F00002562
990,1,F00002563
991,1,F00002564
992,1,F00002565
993,1,F00002567
994,1,F00002572
995,1,F00002581
996,1,F00002582
997,1,F00002583
998,1,F00002586
999,1,F00002593
1000,1,F00002594
1001,1,F00002596
1002,1,F00002597
1003,1,F00002598
1004,1,F00002600
1005,1,F00002602
1006,1,F00002605
1007,1,F00002612
1008,1,F00002613
1009,1,F00002615
1010,1,F00002617
1011,1,F00002621
1012,1,F00002623
1013,1,F00002624
1014,1,F00002625
1015,1,F00002626
1016,1,F00002629
1017,1,F00002632
1018,1,F00002640
1019,1,F00002641
1020,1,F00002647
1021,1,F00002648
1022,1,F00002650
1023,1,F00002652
1024,1,F00002655
1025,1,F00002657
1026,1,F00002658
1027,1,F00002659
1028,1,F00002660
1029,1,F00002662
1030,1,F00002671
1031,1,F00002673
1032,1,F00002674
1033,1,F00002675
1034,1,F00002676
1035,1,F00002677
1036,1,F00002682
1037,1,F00002687
1038,1,F00002690
1039,1,F00002693
1040,1,F00002695
1041,1,F00002696
1042,1,F00002697
1043,1,F00002698
1044,1,F00002700
1045,1,F00002702
1046,1,F00002707
1047,1,F00002710
1048,1,F00002711
1049,1,F00002717
1050,1,F00002720
1051,1,F00002727
1052,1,F00002731
1053,1,F00002732
1054,1,F00002733
1055,1,F00002736
1056,1,F00002740
1057,1,F00002742
1058,1,F00002743
1059,1,F00002744
1060,1,F00002746
1061,1,F00002747
1062,1,F00002756
1063,1,F00002757
1064,1,F00002760
1065,1,F00002767
1066,1,F00002774
1067,1,F00002779
1068,1,F00002780
1069,1,F00002784
1070,1,F00002785
1071,1,F00002786
1072,1,F00002789
1073,1,F00002790
1074,1,F00002791
1075,1,F00002792
1076,1,F00002799
1077,1,F00002800
1078,1,F00002802
1079,1,F00002805
1080,1,F00002806
1081,1,F00002810
1082,1,F00002813
1083,1,F00002815
1084,1,F00002817
1085,1,F00002822
1086,1,F00002823
1087,1,F00002824
1088,1,F00002827
1089,1,F00002828
1090,1,F00002830
1091,1,F00002832
1092,1,F00002842
1093,1,F00002843
1094,1,F00002844
1095,1,F00002845
1096,1,F00002850
1097,1,F00002854
1098,1,F00002861
1099,1,F00002863
1100,1,F00002870
1101,1,F00002871
1102,1,F00002872
1103,1,F00002873
1104,1,F00002874
1105,1,F00002877
1106,1,F00002881
1107,1,F00002886
1108,1,F00002889
1109,1,F00002891
1110,1,F00002894
1111,1,F00002897
1112,1,F00002899
1113,1,F00002903
1114,1,F00002904
1115,1,F00002905
1116,1,F00002907
1117,1,F00002908
1118,1,F00002910
1119,1,F00002915
1120,1,F00002917
1121,1,F00002924
1122,1,F00002927
1123,1,F00002929
1124,1,F00002930
1125,1,F00002933
1126,1,F00002934
1127,1,F00002939
1128,1,F00002940
1129,1,F00002941
1130,1,F00002942
1131,1,F00002943
1132,1,F00002950
1133,1,F00002951
1134,1,F00002952
1135,1,F00002954
1136,1,F00002955
1137,1,F00002959
1138,1,F00002962
1139,1,F00002964
1140,1,F00002965
1141,1,F00002966
1142,1,F00002975
1143,1,F00002978
1144,1,F00002979
1145,1,F00002990
1146,1,F00002994
1147,1,F00002996
1148,1,F00003008
1149,1,F00003013
1150,1,F00003015
1151,1,F00003016
1152,1,F00003019
1153,1,F00003025
1154,1,F00003028
1155,1,F00003029
1156,1,F00003030
1157,1,F00003031
1158,1,F00003039
1159,1,F00003042
1160,1,F00003047
1161,1,F00003050
1162,1,F00003056
1163,1,F00003058
1164,1,F00003061
1165,1,F00003064
1166,1,F00003065
1167,1,F00003068
1168,1,F00003070
1169,1,F00003072
1170,1,F00003075
1171,1,F00003078
1172,1,F00003081
1173,1,F00003085
1174,1,F00003088
1175,1,F00003089
1176,1,F00003093
1177,1,F00003094
1178,1,F00003097
1179,1,F00003099
1180,1,F00003100
1181,1,F00003103
1182,1,F00003104
1183,1,F00003105
1184,1,F00003107
1185,1,F00003111
1186,1,F00003112
1187,1,F00003115
1188,1,F00003118
1189,1,F00003119
1190,1,F00003120
1191,1,F00003122
1192,1,F00003130
1193,1,F00003131
1194,1,F00003133
1195,1,F00003135
1196,1,F00003138
1197,1,F00003149
1198,1,F00003150
1199,1,F00003152
1200,1,F00003153
1201,1,F00003154
1202,1,F00003157
1203,1,F00003158
1204,1,F00003162
1205,1,F00003166
1206,1,F00003170
1207,1,F00003171
1208,1,F00003172
1209,1,F00003181
1210,1,F00003182
1211,1,F00003187
1212,1,F00003189
1213,1,F00003192
1214,1,F00003193
1215,1,F00003194
1216,1,F00003195
1217,1,F00003199
1218,1,F00003207
1219,1,F00003208
1220,1,F00003210
1221,1,F00003211
1222,1,F00003212
1223,1,F00003221
1224,1,F00003222
1225,1,F00003223
1226,1,F00003227
1227,1,F00003228
1228,1,F00003232
1229,1,F00003233
1230,1,F00003234
1231,1,F00003236
1232,1,F00003239
1233,1,F00003242
1234,1,F00003244
1235,1,F00003246
1236,1,F00003247
1237,1,F00003253
1238,1,F00003258
1239,1,F00003259
1240,1,F00003260
1241,1,F00003262
1242,1,F00003263
1243,1,F00003269
1244,1,F00003271
1245,1,F00003275
1246,1,F00003282
1247,1,F00003284
1248,1,F00003285
1249,1,F00003293
1250,1,F00003301
1251,1,F00003302
1252,1,F00003304
1253,1,F00003307
1254,1,F00003311
1255,1,F00003314
1256,1,F00003317
1257,1,F00003318
1258,1,F00003321
1259,1,F00003325
1260,1,F00003326
1261,1,F00003329
1262,1,F00003330
1263,1,F00003333
1264,1,F00003335
1265,1,F00003337
1266,1,F00003340
1267,1,F00003345
1268,1,F00003349
1269,1,F00003356
1270,1,F00003359
1271,1,F00003362
1272,1,F00003365
1273,1,F00003366
1274,1,F00003368
1275,1,F00003369
1276,1,F00003370
1277,1,F00003371
1278,1,F00003374
1279,1,F00003376
1280,1,F00003381
1281,1,F00003388
1282,1,F00003390
1283,1,F00003391
1284,1,F00003392
1285,1,F00003393
1286,1,F00003396
1287,1,F00003398
1288,1,F00003399
1289,1,F00003400
1290,1,F00003401
1291,1,F00003404
1292,1,F00003406
1293,1,F00003408
1294,1,F00003409
1295,1,F00003411
1296,1,F00003414
1297,1,F00003415
1298,1,F00003417
1299,1,F00003418
1300,1,F00003420
1301,1,F00003421
1302,1,F00003426
1303,1,F00003427
1304,1,F00003437
1305,1,F00003441
1306,1,F00003445
1307,1,F00003450
1308,1,F00003452
1309,1,F00003453
1310,1,F00003456
1311,1,F00003457
1312,1,F00003458
1313,1,F00003464
1314,1,F00003467
1315,1,F00003471
1316,1,F00003472
1317,1,F00003473
1318,1,F00003484
1319,1,F00003486
1320,1,F00003488
1321,1,F00003490
1322,1,F00003492
1323,1,F00003493
1324,1,F00003495
1325,1,F00003503
1326,1,F00003505
1327,1,F00003508
1328,1,F00003509
1329,1,F00003511
1330,1,F00003512
1331,1,F00003514
1332,1,F00003519
1333,1,F00003522
1334,1,F00003523
1335,1,F00003525
1336,1,F00003528
1337,1,F00003530
1338,1,F00003532
1339,1,F00003539
1340,1,F00003540
1341,1,F00003542
1342,1,F00003544
1343,1,F00003545
1344,1,F00003546
1345,1,F00003551
1346,1,F00003556
1347,1,F00003559
1348,1,F00003560
1349,1,F00003562
1350,1,F00003563
1351,1,F00003564
1352,1,F00003567
1353,1,F00003568
1354,1,F00003569
1355,1,F00003570
1356,1,F00003571
1357,1,F00003572
1358,1,F00003573
1359,1,F00003575
1360,1,F00003576
1361,1,F00003577
1362,1,F00003578
1363,1,F00003583
1364,1,F00003584
1365,1,F00003589
1366,1,F00003590
1367,1,F00003592
1368,1,F00003595
1369,1,F00003596
1370,1,F00003599
1371,1,F00003601
1372,1,F00003607
1373,1,F00003610
1374,1,F00003619
1375,1,F00003621
1376,1,F00003626
1377,1,F00003627
1378,1,F00003628
1379,1,F00003629
1380,1,F00003630
1381,1,F00003632
1382,1,F00003640
1383,1,F00003642
1384,1,F00003643
1385,1,F00003644
1386,1,F00003646
1387,1,F00003649
1388,1,F00003654
1389,1,F00003660
1390,1,F00003661
1391,1,F00003665
1392,1,F00003667
1393,1,F00003672
1394,1,F00003675
1395,1,F00003676
1396,1,F00003678
1397,1,F00003683
1398,1,F00003684
1399,1,F00003685
1400,1,F00003686
1401,1,F00003687
1402,1,F00003688
1403,1,F00003689
1404,1,F00003691
1405,1,F00003694
1406,1,F00003695
1407,1,F00003697
1408,1,F00003698
1409,1,F00003705
1410,1,F00003706
1411,1,F00003711
1412,1,F00003713
1413,1,F00003714
1414,1,F00003715
1415,1,F00003720
1416,1,F00003721
1417,1,F00003725
1418,1,F00003727
1419,1,F00003728
1420,1,F00003732
1421,1,F00003733
1422,1,F00003737
1423,1,F00003740
1424,1,F00003741
1425,1,F00003743
1426,1,F00003745
1427,1,F00003746
1428,1,F00003750
1429,1,F00003751
1430,1,F00003752
1431,1,F00003756
1432,1,F00003762
1433,1,F00003766
1434,1,F00003767
1435,1,F00003769
1436,1,F00003771
1437,1,F00003773
1438,1,F00003774
1439,1,F00003775
1440,1,F00003776
1441,1,F00003777
1442,1,F00003778
1443,1,F00003779
1444,1,F00003784
1445,1,F00003785
1446,1,F00003786
1447,1,F00003787
1448,1,F00003793
1449,1,F00003796
1450,1,F00003797
1451,1,F00003798
1452,1,F00003799
1453,1,F00003803
1454,1,F00003804
1455,1,F00003806
1456,1,F00003807
1457,1,F00003810
1458,1,F00003813
1459,1,F00003814
1460,1,F00003816
1461,1,F00003818
1462,1,F00003819
1463,1,F00003825
1464,1,F00003828
1465,1,F00003829
1466,1,F00003830
1467,1,F00003832
1468,1,F00003834
1469,1,F00003835
1470,1,F00003836
1471,1,F00003838
1472,1,F00003839
1473,1,F00003840
1474,1,F00003844
1475,1,F00003846
1476,1,F00003849
1477,1,F00003853
1478,1,F00003854
1479,1,F00003857
1480,1,F00003859
1481,1,F00003861
1482,1,F00003862
1483,1,F00003863
1484,1,F00003864
1485,1,F00003867
1486,1,F00003869
1487,1,F00003871
1488,1,F00003873
1489,1,F00003875
1490,1,F00003876
1491,1,F00003877
1492,1,F00003879
1493,1,F00003880
1494,1,F00003883
1495,1,F00003886
1496,1,F00003888
